air_temp,clearsky_ghi,relative_humidity,period_end,period,PV Power
16,0,96.7,2022-01-01T00:15:00Z,PT15M,0
16,0,96.4,2022-01-01T00:30:00Z,PT15M,0
16,0,96.1,2022-01-01T00:45:00Z,PT15M,0
16,0,95.8,2022-01-01T01:00:00Z,PT15M,0
17,13,94.8,2022-01-01T01:15:00Z,PT15M,5.54606
17,36,93.2,2022-01-01T01:30:00Z,PT15M,15.35832
18,64,91.6,2022-01-01T01:45:00Z,PT15M,27.21072
18,97,90,2022-01-01T02:00:00Z,PT15M,41.2412475
18,133,88.6,2022-01-01T02:15:00Z,PT15M,56.5472775
18,173,87.4,2022-01-01T02:30:00Z,PT15M,73.5539775
19,215,86.1,2022-01-01T02:45:00Z,PT15M,91.098725
19,258,84.9,2022-01-01T03:00:00Z,PT15M,109.31847
19,301,83.9,2022-01-01T03:15:00Z,PT15M,127.538215
19,343,82.9,2022-01-01T03:30:00Z,PT15M,145.334245
19,384,82,2022-01-01T03:45:00Z,PT15M,162.70656
19,422,81.1,2022-01-01T04:00:00Z,PT15M,178.80773
20,457,78.4,2022-01-01T04:15:00Z,PT15M,192.9739625
21,490,73.9,2022-01-01T04:30:00Z,PT15M,206.1969
22,519,69.7,2022-01-01T04:45:00Z,PT15M,217.6465425
23,545,65.8,2022-01-01T05:00:00Z,PT15M,227.758225
23,566,63.7,2022-01-01T05:15:00Z,PT15M,236.53423
24,584,63.2,2022-01-01T05:30:00Z,PT15M,243.20826
24,588,62.8,2022-01-01T05:45:00Z,PT15M,244.87407
24,579,62.3,2022-01-01T06:00:00Z,PT15M,241.1259975
24,566,62,2022-01-01T06:15:00Z,PT15M,235.712115
24,550,61.8,2022-01-01T06:30:00Z,PT15M,229.048875
24,538,61.6,2022-01-01T06:45:00Z,PT15M,224.051445
24,529,61.4,2022-01-01T07:00:00Z,PT15M,220.3033725
24,516,60.8,2022-01-01T07:15:00Z,PT15M,214.88949
24,499,59.7,2022-01-01T07:30:00Z,PT15M,207.8097975
25,480,58.6,2022-01-01T07:45:00Z,PT15M,199.2
25,457,57.6,2022-01-01T08:00:00Z,PT15M,189.655
25,431,56.8,2022-01-01T08:15:00Z,PT15M,178.865
25,402,56.4,2022-01-01T08:30:00Z,PT15M,166.83
25,374,56,2022-01-01T08:45:00Z,PT15M,155.21
25,346,55.6,2022-01-01T09:00:00Z,PT15M,143.59
25,316,56.7,2022-01-01T09:15:00Z,PT15M,131.14
25,283,59.5,2022-01-01T09:30:00Z,PT15M,117.445
24,247,62.5,2022-01-01T09:45:00Z,PT15M,102.8637675
23,210,65.6,2022-01-01T10:00:00Z,PT15M,87.76005
23,173,67.5,2022-01-01T10:15:00Z,PT15M,72.297565
23,138,68.2,2022-01-01T10:30:00Z,PT15M,57.67089
23,105,68.8,2022-01-01T10:45:00Z,PT15M,43.880025
23,75,69.5,2022-01-01T11:00:00Z,PT15M,31.342875
23,49,69.9,2022-01-01T11:15:00Z,PT15M,20.477345
23,25,70.1,2022-01-01T11:30:00Z,PT15M,10.447625
23,6,70.4,2022-01-01T11:45:00Z,PT15M,2.50743
23,0,70.6,2022-01-01T12:00:00Z,PT15M,0
23,0,70.6,2022-01-01T12:15:00Z,PT15M,0
23,0,70.4,2022-01-01T12:30:00Z,PT15M,0
23,0,70.1,2022-01-01T12:45:00Z,PT15M,0
23,0,69.9,2022-01-01T13:00:00Z,PT15M,0
23,0,70.3,2022-01-01T13:15:00Z,PT15M,0
23,0,71.3,2022-01-01T13:30:00Z,PT15M,0
22,0,72.3,2022-01-01T13:45:00Z,PT15M,0
22,0,73.3,2022-01-01T14:00:00Z,PT15M,0
22,0,74.5,2022-01-01T14:15:00Z,PT15M,0
21,0,76.1,2022-01-01T14:30:00Z,PT15M,0
21,0,77.8,2022-01-01T14:45:00Z,PT15M,0
21,0,79.5,2022-01-01T15:00:00Z,PT15M,0
20,0,80.9,2022-01-01T15:15:00Z,PT15M,0
20,0,82.2,2022-01-01T15:30:00Z,PT15M,0
20,0,83.5,2022-01-01T15:45:00Z,PT15M,0
20,0,84.8,2022-01-01T16:00:00Z,PT15M,0
19,0,86.1,2022-01-01T16:15:00Z,PT15M,0
19,0,87.3,2022-01-01T16:30:00Z,PT15M,0
19,0,88.5,2022-01-01T16:45:00Z,PT15M,0
18,0,89.8,2022-01-01T17:00:00Z,PT15M,0
18,0,90.4,2022-01-01T17:15:00Z,PT15M,0
18,0,90.4,2022-01-01T17:30:00Z,PT15M,0
18,0,90.4,2022-01-01T17:45:00Z,PT15M,0
18,0,90.4,2022-01-01T18:00:00Z,PT15M,0
18,0,90.5,2022-01-01T18:15:00Z,PT15M,0
18,0,90.8,2022-01-01T18:30:00Z,PT15M,0
18,0,91.1,2022-01-01T18:45:00Z,PT15M,0
18,0,91.4,2022-01-01T19:00:00Z,PT15M,0
18,0,91.7,2022-01-01T19:15:00Z,PT15M,0
18,0,92.2,2022-01-01T19:30:00Z,PT15M,0
17,0,92.6,2022-01-01T19:45:00Z,PT15M,0
17,0,93,2022-01-01T20:00:00Z,PT15M,0
17,0,93.1,2022-01-01T20:15:00Z,PT15M,0
17,0,92.8,2022-01-01T20:30:00Z,PT15M,0
17,0,92.5,2022-01-01T20:45:00Z,PT15M,0
17,0,92.2,2022-01-01T21:00:00Z,PT15M,0
17,0,92.3,2022-01-01T21:15:00Z,PT15M,0
16,0,92.7,2022-01-01T21:30:00Z,PT15M,0
16,0,93.1,2022-01-01T21:45:00Z,PT15M,0
16,0,93.6,2022-01-01T22:00:00Z,PT15M,0
16,0,93.6,2022-01-01T22:15:00Z,PT15M,0
16,0,93.3,2022-01-01T22:30:00Z,PT15M,0
16,0,93,2022-01-01T22:45:00Z,PT15M,0
16,0,92.7,2022-01-01T23:00:00Z,PT15M,0
16,0,92.1,2022-01-01T23:15:00Z,PT15M,0
16,0,91.3,2022-01-01T23:30:00Z,PT15M,0
16,0,90.4,2022-01-01T23:45:00Z,PT15M,0
16,0,89.5,2022-01-02T00:00:00Z,PT15M,0
16,0,88.9,2022-01-02T00:15:00Z,PT15M,0
16,0,88.5,2022-01-02T00:30:00Z,PT15M,0
16,0,88,2022-01-02T00:45:00Z,PT15M,0
16,0,87.6,2022-01-02T01:00:00Z,PT15M,0
17,15,86.4,2022-01-02T01:15:00Z,PT15M,6.3993
17,42,84.5,2022-01-02T01:30:00Z,PT15M,17.91804
17,76,82.7,2022-01-02T01:45:00Z,PT15M,32.42312
18,117,80.9,2022-01-02T02:00:00Z,PT15M,49.7445975
18,161,79.7,2022-01-02T02:15:00Z,PT15M,68.4519675
18,209,79.2,2022-01-02T02:30:00Z,PT15M,88.8600075
18,256,78.7,2022-01-02T02:45:00Z,PT15M,108.84288
18,299,78.2,2022-01-02T03:00:00Z,PT15M,127.1250825
18,342,77.7,2022-01-02T03:15:00Z,PT15M,145.407285
18,382,77.2,2022-01-02T03:30:00Z,PT15M,162.413985
18,423,76.7,2022-01-02T03:45:00Z,PT15M,179.8458525
18,464,76.3,2022-01-02T04:00:00Z,PT15M,197.27772
19,503,74.4,2022-01-02T04:15:00Z,PT15M,213.128645
20,538,71.3,2022-01-02T04:30:00Z,PT15M,227.177225
21,570,68.3,2022-01-02T04:45:00Z,PT15M,239.8617
21,597,65.4,2022-01-02T05:00:00Z,PT15M,251.22357
22,621,62.9,2022-01-02T05:15:00Z,PT15M,260.4210075
23,640,60.6,2022-01-02T05:30:00Z,PT15M,267.4592
23,655,58.4,2022-01-02T05:45:00Z,PT15M,273.727775
24,666,56.3,2022-01-02T06:00:00Z,PT15M,277.357365
24,672,55.2,2022-01-02T06:15:00Z,PT15M,279.85608
24,673,55,2022-01-02T06:30:00Z,PT15M,280.2725325
24,670,54.9,2022-01-02T06:45:00Z,PT15M,279.023175
24,663,54.7,2022-01-02T07:00:00Z,PT15M,276.1080075
24,651,54.4,2022-01-02T07:15:00Z,PT15M,271.1105775
25,636,54,2022-01-02T07:30:00Z,PT15M,263.94
25,616,53.5,2022-01-02T07:45:00Z,PT15M,255.64
25,592,53.1,2022-01-02T08:00:00Z,PT15M,245.68
25,565,52.8,2022-01-02T08:15:00Z,PT15M,234.475
25,533,52.7,2022-01-02T08:30:00Z,PT15M,221.195
25,498,52.6,2022-01-02T08:45:00Z,PT15M,206.67
25,459,52.6,2022-01-02T09:00:00Z,PT15M,190.485
25,418,53.7,2022-01-02T09:15:00Z,PT15M,173.47
24,374,56.3,2022-01-02T09:30:00Z,PT15M,155.753235
24,329,58.9,2022-01-02T09:45:00Z,PT15M,137.0128725
23,283,61.6,2022-01-02T10:00:00Z,PT15M,118.267115
23,236,63.5,2022-01-02T10:15:00Z,PT15M,98.62558
23,190,64.4,2022-01-02T10:30:00Z,PT15M,79.40195
23,145,65.4,2022-01-02T10:45:00Z,PT15M,60.596225
23,103,66.3,2022-01-02T11:00:00Z,PT15M,43.044215
23,65,66.4,2022-01-02T11:15:00Z,PT15M,27.163825
23,33,65.5,2022-01-02T11:30:00Z,PT15M,13.790865
23,8,64.7,2022-01-02T11:45:00Z,PT15M,3.34324
23,0,63.9,2022-01-02T12:00:00Z,PT15M,0
23,0,64.3,2022-01-02T12:15:00Z,PT15M,0
23,0,65.9,2022-01-02T12:30:00Z,PT15M,0
22,0,67.5,2022-01-02T12:45:00Z,PT15M,0
22,0,69.2,2022-01-02T13:00:00Z,PT15M,0
22,0,71.1,2022-01-02T13:15:00Z,PT15M,0
21,0,73.2,2022-01-02T13:30:00Z,PT15M,0
21,0,75.4,2022-01-02T13:45:00Z,PT15M,0
20,0,77.6,2022-01-02T14:00:00Z,PT15M,0
20,0,79.1,2022-01-02T14:15:00Z,PT15M,0
20,0,79.9,2022-01-02T14:30:00Z,PT15M,0
19,0,80.6,2022-01-02T14:45:00Z,PT15M,0
19,0,81.3,2022-01-02T15:00:00Z,PT15M,0
19,0,81.9,2022-01-02T15:15:00Z,PT15M,0
19,0,82.5,2022-01-02T15:30:00Z,PT15M,0
19,0,83,2022-01-02T15:45:00Z,PT15M,0
19,0,83.5,2022-01-02T16:00:00Z,PT15M,0
18,0,84.3,2022-01-02T16:15:00Z,PT15M,0
18,0,85.3,2022-01-02T16:30:00Z,PT15M,0
18,0,86.4,2022-01-02T16:45:00Z,PT15M,0
17,0,87.5,2022-01-02T17:00:00Z,PT15M,0
17,0,88,2022-01-02T17:15:00Z,PT15M,0
17,0,87.8,2022-01-02T17:30:00Z,PT15M,0
17,0,87.7,2022-01-02T17:45:00Z,PT15M,0
17,0,87.5,2022-01-02T18:00:00Z,PT15M,0
17,0,87.5,2022-01-02T18:15:00Z,PT15M,0
17,0,87.7,2022-01-02T18:30:00Z,PT15M,0
17,0,87.8,2022-01-02T18:45:00Z,PT15M,0
17,0,87.9,2022-01-02T19:00:00Z,PT15M,0
17,0,88.1,2022-01-02T19:15:00Z,PT15M,0
17,0,88.4,2022-01-02T19:30:00Z,PT15M,0
16,0,88.7,2022-01-02T19:45:00Z,PT15M,0
16,0,88.9,2022-01-02T20:00:00Z,PT15M,0
16,0,89,2022-01-02T20:15:00Z,PT15M,0
16,0,88.8,2022-01-02T20:30:00Z,PT15M,0
16,0,88.7,2022-01-02T20:45:00Z,PT15M,0
16,0,88.5,2022-01-02T21:00:00Z,PT15M,0
16,0,88.7,2022-01-02T21:15:00Z,PT15M,0
15,0,89.1,2022-01-02T21:30:00Z,PT15M,0
15,0,89.5,2022-01-02T21:45:00Z,PT15M,0
14,0,89.9,2022-01-02T22:00:00Z,PT15M,0
14,0,90.1,2022-01-02T22:15:00Z,PT15M,0
14,0,90.1,2022-01-02T22:30:00Z,PT15M,0
14,0,90.1,2022-01-02T22:45:00Z,PT15M,0
14,0,90.1,2022-01-02T23:00:00Z,PT15M,0
14,0,89.7,2022-01-02T23:15:00Z,PT15M,0
15,0,89,2022-01-02T23:30:00Z,PT15M,0
15,0,88.3,2022-01-02T23:45:00Z,PT15M,0
15,0,87.6,2022-01-03T00:00:00Z,PT15M,0
15,0,87.1,2022-01-03T00:15:00Z,PT15M,0
15,0,86.8,2022-01-03T00:30:00Z,PT15M,0
15,0,86.6,2022-01-03T00:45:00Z,PT15M,0
15,0,86.3,2022-01-03T01:00:00Z,PT15M,0
16,15,85,2022-01-03T01:15:00Z,PT15M,6.4210875
16,46,82.7,2022-01-03T01:30:00Z,PT15M,19.691335
17,84,80.5,2022-01-03T01:45:00Z,PT15M,35.83608
17,127,78.4,2022-01-03T02:00:00Z,PT15M,54.18074
18,175,76.9,2022-01-03T02:15:00Z,PT15M,74.4043125
18,225,76.1,2022-01-03T02:30:00Z,PT15M,95.6626875
18,275,75.2,2022-01-03T02:45:00Z,PT15M,116.9210625
18,325,74.4,2022-01-03T03:00:00Z,PT15M,138.1794375
18,373,73.8,2022-01-03T03:15:00Z,PT15M,158.5874775
18,420,73.5,2022-01-03T03:30:00Z,PT15M,178.57035
18,465,73.1,2022-01-03T03:45:00Z,PT15M,197.7028875
18,507,72.8,2022-01-03T04:00:00Z,PT15M,215.5599225
19,546,70.5,2022-01-03T04:15:00Z,PT15M,231.34839
19,581,66.6,2022-01-03T04:30:00Z,PT15M,246.178415
20,613,62.9,2022-01-03T04:45:00Z,PT15M,258.8469125
21,642,59.4,2022-01-03T05:00:00Z,PT15M,270.16002
22,666,56.8,2022-01-03T05:15:00Z,PT15M,279.292095
23,687,54.9,2022-01-03T05:30:00Z,PT15M,287.100735
23,701,53,2022-01-03T05:45:00Z,PT15M,292.951405
23,708,51.3,2022-01-03T06:00:00Z,PT15M,295.87674
24,711,50.3,2022-01-03T06:15:00Z,PT15M,296.0977275
24,710,50,2022-01-03T06:30:00Z,PT15M,295.681275
24,706,49.7,2022-01-03T06:45:00Z,PT15M,294.015465
24,701,49.4,2022-01-03T07:00:00Z,PT15M,291.9332025
24,690,48.8,2022-01-03T07:15:00Z,PT15M,287.352225
25,675,48.1,2022-01-03T07:30:00Z,PT15M,280.125
25,656,47.3,2022-01-03T07:45:00Z,PT15M,272.24
25,631,46.5,2022-01-03T08:00:00Z,PT15M,261.865
25,603,46.1,2022-01-03T08:15:00Z,PT15M,250.245
26,571,46.1,2022-01-03T08:30:00Z,PT15M,236.1356225
26,534,46,2022-01-03T08:45:00Z,PT15M,220.834365
26,492,46,2022-01-03T09:00:00Z,PT15M,203.46537
25,448,47.3,2022-01-03T09:15:00Z,PT15M,185.92
25,402,50.2,2022-01-03T09:30:00Z,PT15M,166.83
24,354,53.4,2022-01-03T09:45:00Z,PT15M,147.424185
23,305,56.7,2022-01-03T10:00:00Z,PT15M,127.461025
23,255,58.1,2022-01-03T10:15:00Z,PT15M,106.565775
23,206,57.4,2022-01-03T10:30:00Z,PT15M,86.08843
23,158,56.8,2022-01-03T10:45:00Z,PT15M,66.02899
23,112,56.2,2022-01-03T11:00:00Z,PT15M,46.80536
23,71,56,2022-01-03T11:15:00Z,PT15M,29.671255
24,36,56.2,2022-01-03T11:30:00Z,PT15M,14.99229
24,9,56.4,2022-01-03T11:45:00Z,PT15M,3.7480725
24,0,56.6,2022-01-03T12:00:00Z,PT15M,0
24,0,57.4,2022-01-03T12:15:00Z,PT15M,0
24,0,58.6,2022-01-03T12:30:00Z,PT15M,0
23,0,59.9,2022-01-03T12:45:00Z,PT15M,0
23,0,61.2,2022-01-03T13:00:00Z,PT15M,0
23,0,63,2022-01-03T13:15:00Z,PT15M,0
22,0,65.4,2022-01-03T13:30:00Z,PT15M,0
22,0,67.8,2022-01-03T13:45:00Z,PT15M,0
21,0,70.4,2022-01-03T14:00:00Z,PT15M,0
21,0,72.4,2022-01-03T14:15:00Z,PT15M,0
20,0,73.7,2022-01-03T14:30:00Z,PT15M,0
20,0,75.1,2022-01-03T14:45:00Z,PT15M,0
19,0,76.4,2022-01-03T15:00:00Z,PT15M,0
19,0,77.9,2022-01-03T15:15:00Z,PT15M,0
19,0,79.5,2022-01-03T15:30:00Z,PT15M,0
18,0,81.2,2022-01-03T15:45:00Z,PT15M,0
18,0,82.9,2022-01-03T16:00:00Z,PT15M,0
18,0,84.1,2022-01-03T16:15:00Z,PT15M,0
18,0,84.9,2022-01-03T16:30:00Z,PT15M,0
17,0,85.6,2022-01-03T16:45:00Z,PT15M,0
17,0,86.4,2022-01-03T17:00:00Z,PT15M,0
17,0,86.9,2022-01-03T17:15:00Z,PT15M,0
17,0,86.9,2022-01-03T17:30:00Z,PT15M,0
17,0,86.9,2022-01-03T17:45:00Z,PT15M,0
17,0,86.9,2022-01-03T18:00:00Z,PT15M,0
17,0,86.9,2022-01-03T18:15:00Z,PT15M,0
17,0,87.1,2022-01-03T18:30:00Z,PT15M,0
17,0,87.2,2022-01-03T18:45:00Z,PT15M,0
17,0,87.3,2022-01-03T19:00:00Z,PT15M,0
17,0,87.7,2022-01-03T19:15:00Z,PT15M,0
16,0,88.2,2022-01-03T19:30:00Z,PT15M,0
16,0,88.8,2022-01-03T19:45:00Z,PT15M,0
16,0,89.3,2022-01-03T20:00:00Z,PT15M,0
16,0,89.7,2022-01-03T20:15:00Z,PT15M,0
16,0,89.8,2022-01-03T20:30:00Z,PT15M,0
16,0,90,2022-01-03T20:45:00Z,PT15M,0
15,0,90.1,2022-01-03T21:00:00Z,PT15M,0
15,0,90.5,2022-01-03T21:15:00Z,PT15M,0
15,0,91,2022-01-03T21:30:00Z,PT15M,0
15,0,91.6,2022-01-03T21:45:00Z,PT15M,0
14,0,92.2,2022-01-03T22:00:00Z,PT15M,0
14,0,92.5,2022-01-03T22:15:00Z,PT15M,0
14,0,92.5,2022-01-03T22:30:00Z,PT15M,0
14,0,92.5,2022-01-03T22:45:00Z,PT15M,0
14,0,92.5,2022-01-03T23:00:00Z,PT15M,0
14,0,92.3,2022-01-03T23:15:00Z,PT15M,0
14,0,91.8,2022-01-03T23:30:00Z,PT15M,0
14,0,91.4,2022-01-03T23:45:00Z,PT15M,0
15,0,90.9,2022-01-04T00:00:00Z,PT15M,0
15,0,90.7,2022-01-04T00:15:00Z,PT15M,0
15,0,90.5,2022-01-04T00:30:00Z,PT15M,0
15,0,90.4,2022-01-04T00:45:00Z,PT15M,0
15,0,90.2,2022-01-04T01:00:00Z,PT15M,0
15,16,89.2,2022-01-04T01:15:00Z,PT15M,6.8724
16,48,87.2,2022-01-04T01:30:00Z,PT15M,20.54748
16,88,85.3,2022-01-04T01:45:00Z,PT15M,37.67038
17,134,83.4,2022-01-04T02:00:00Z,PT15M,57.16708
17,184,82,2022-01-04T02:15:00Z,PT15M,78.49808
17,235,81,2022-01-04T02:30:00Z,PT15M,100.2557
18,284,79.9,2022-01-04T02:45:00Z,PT15M,120.74757
18,330,78.9,2022-01-04T03:00:00Z,PT15M,140.305275
18,373,78.1,2022-01-04T03:15:00Z,PT15M,158.5874775
18,415,77.3,2022-01-04T03:30:00Z,PT15M,176.4445125
18,456,76.6,2022-01-04T03:45:00Z,PT15M,193.87638
18,498,75.9,2022-01-04T04:00:00Z,PT15M,211.733415
19,537,73,2022-01-04T04:15:00Z,PT15M,227.534955
20,573,68.3,2022-01-04T04:30:00Z,PT15M,241.9564125
21,604,63.9,2022-01-04T04:45:00Z,PT15M,254.16924
22,632,59.8,2022-01-04T05:00:00Z,PT15M,265.03394
23,656,56.8,2022-01-04T05:15:00Z,PT15M,274.14568
23,676,54.8,2022-01-04T05:30:00Z,PT15M,282.50378
24,692,52.8,2022-01-04T05:45:00Z,PT15M,288.18513
24,704,50.9,2022-01-04T06:00:00Z,PT15M,293.18256
24,712,49.9,2022-01-04T06:15:00Z,PT15M,296.51418
25,715,49.8,2022-01-04T06:30:00Z,PT15M,296.725
25,712,49.6,2022-01-04T06:45:00Z,PT15M,295.48
25,705,49.5,2022-01-04T07:00:00Z,PT15M,292.575
25,693,48.9,2022-01-04T07:15:00Z,PT15M,287.595
25,677,47.8,2022-01-04T07:30:00Z,PT15M,280.955
26,656,46.7,2022-01-04T07:45:00Z,PT15M,271.28716
26,630,45.7,2022-01-04T08:00:00Z,PT15M,260.534925
26,601,45.2,2022-01-04T08:15:00Z,PT15M,248.5420475
26,568,45.2,2022-01-04T08:30:00Z,PT15M,234.89498
26,531,45.2,2022-01-04T08:45:00Z,PT15M,219.5937225
26,491,45.2,2022-01-04T09:00:00Z,PT15M,203.0518225
26,449,46.9,2022-01-04T09:15:00Z,PT15M,185.6828275
25,404,50.3,2022-01-04T09:30:00Z,PT15M,167.66
25,356,54,2022-01-04T09:45:00Z,PT15M,147.74
24,307,58,2022-01-04T10:00:00Z,PT15M,127.8509175
24,257,60.7,2022-01-04T10:15:00Z,PT15M,107.0282925
23,207,61.9,2022-01-04T10:30:00Z,PT15M,86.506335
23,158,63.2,2022-01-04T10:45:00Z,PT15M,66.02899
23,113,64.5,2022-01-04T11:00:00Z,PT15M,47.223265
23,72,65.7,2022-01-04T11:15:00Z,PT15M,30.08916
23,37,66.7,2022-01-04T11:30:00Z,PT15M,15.462485
23,10,67.7,2022-01-04T11:45:00Z,PT15M,4.17905
22,0,68.7,2022-01-04T12:00:00Z,PT15M,0
22,0,69.7,2022-01-04T12:15:00Z,PT15M,0
22,0,70.7,2022-01-04T12:30:00Z,PT15M,0
22,0,71.7,2022-01-04T12:45:00Z,PT15M,0
22,0,72.7,2022-01-04T13:00:00Z,PT15M,0
21,0,74,2022-01-04T13:15:00Z,PT15M,0
21,0,75.8,2022-01-04T13:30:00Z,PT15M,0
20,0,77.5,2022-01-04T13:45:00Z,PT15M,0
20,0,79.3,2022-01-04T14:00:00Z,PT15M,0
20,0,80.2,2022-01-04T14:15:00Z,PT15M,0
19,0,80,2022-01-04T14:30:00Z,PT15M,0
19,0,79.9,2022-01-04T14:45:00Z,PT15M,0
19,0,79.7,2022-01-04T15:00:00Z,PT15M,0
19,0,79.9,2022-01-04T15:15:00Z,PT15M,0
19,0,80.4,2022-01-04T15:30:00Z,PT15M,0
19,0,80.9,2022-01-04T15:45:00Z,PT15M,0
19,0,81.4,2022-01-04T16:00:00Z,PT15M,0
18,0,82.3,2022-01-04T16:15:00Z,PT15M,0
18,0,83.7,2022-01-04T16:30:00Z,PT15M,0
17,0,85.2,2022-01-04T16:45:00Z,PT15M,0
17,0,86.7,2022-01-04T17:00:00Z,PT15M,0
17,0,87.3,2022-01-04T17:15:00Z,PT15M,0
17,0,87.2,2022-01-04T17:30:00Z,PT15M,0
17,0,87.1,2022-01-04T17:45:00Z,PT15M,0
17,0,86.9,2022-01-04T18:00:00Z,PT15M,0
17,0,86.9,2022-01-04T18:15:00Z,PT15M,0
17,0,87,2022-01-04T18:30:00Z,PT15M,0
16,0,87.2,2022-01-04T18:45:00Z,PT15M,0
16,0,87.3,2022-01-04T19:00:00Z,PT15M,0
16,0,87.8,2022-01-04T19:15:00Z,PT15M,0
16,0,88.6,2022-01-04T19:30:00Z,PT15M,0
16,0,89.5,2022-01-04T19:45:00Z,PT15M,0
15,0,90.3,2022-01-04T20:00:00Z,PT15M,0
15,0,90.7,2022-01-04T20:15:00Z,PT15M,0
15,0,90.5,2022-01-04T20:30:00Z,PT15M,0
15,0,90.4,2022-01-04T20:45:00Z,PT15M,0
15,0,90.2,2022-01-04T21:00:00Z,PT15M,0
15,0,90.5,2022-01-04T21:15:00Z,PT15M,0
15,0,91,2022-01-04T21:30:00Z,PT15M,0
15,0,91.6,2022-01-04T21:45:00Z,PT15M,0
14,0,92.2,2022-01-04T22:00:00Z,PT15M,0
14,0,92.6,2022-01-04T22:15:00Z,PT15M,0
14,0,92.7,2022-01-04T22:30:00Z,PT15M,0
14,0,92.9,2022-01-04T22:45:00Z,PT15M,0
14,0,93,2022-01-04T23:00:00Z,PT15M,0
14,0,92.8,2022-01-04T23:15:00Z,PT15M,0
14,0,92.2,2022-01-04T23:30:00Z,PT15M,0
15,0,91.6,2022-01-04T23:45:00Z,PT15M,0
15,0,91,2022-01-05T00:00:00Z,PT15M,0
15,0,90.7,2022-01-05T00:15:00Z,PT15M,0
15,0,90.7,2022-01-05T00:30:00Z,PT15M,0
15,0,90.7,2022-01-05T00:45:00Z,PT15M,0
15,0,90.7,2022-01-05T01:00:00Z,PT15M,0
15,13,89.9,2022-01-05T01:15:00Z,PT15M,5.583825
16,40,88.2,2022-01-05T01:30:00Z,PT15M,17.1229
16,74,86.5,2022-01-05T01:45:00Z,PT15M,31.677365
17,113,84.9,2022-01-05T02:00:00Z,PT15M,48.20806
17,157,83.8,2022-01-05T02:15:00Z,PT15M,66.97934
17,203,83.2,2022-01-05T02:30:00Z,PT15M,86.60386
17,251,82.5,2022-01-05T02:45:00Z,PT15M,107.08162
18,299,81.8,2022-01-05T03:00:00Z,PT15M,127.1250825
18,348,80.9,2022-01-05T03:15:00Z,PT15M,147.95829
18,395,79.6,2022-01-05T03:30:00Z,PT15M,167.9411625
18,439,78.3,2022-01-05T03:45:00Z,PT15M,186.6485325
18,481,77.1,2022-01-05T04:00:00Z,PT15M,204.5055675
19,519,74.2,2022-01-05T04:15:00Z,PT15M,219.908085
20,554,70,2022-01-05T04:30:00Z,PT15M,233.933425
21,586,66,2022-01-05T04:45:00Z,PT15M,246.59466
22,614,62.3,2022-01-05T05:00:00Z,PT15M,257.485505
23,638,59.2,2022-01-05T05:15:00Z,PT15M,266.62339
23,658,56.5,2022-01-05T05:30:00Z,PT15M,274.98149
24,674,54,2022-01-05T05:45:00Z,PT15M,280.688985
25,686,51.6,2022-01-05T06:00:00Z,PT15M,284.69
25,693,50.5,2022-01-05T06:15:00Z,PT15M,287.595
25,697,50.6,2022-01-05T06:30:00Z,PT15M,289.255
25,695,50.7,2022-01-05T06:45:00Z,PT15M,288.425
25,689,50.8,2022-01-05T07:00:00Z,PT15M,285.935
25,678,50.4,2022-01-05T07:15:00Z,PT15M,281.37
26,663,49.5,2022-01-05T07:30:00Z,PT15M,274.1819925
26,643,48.7,2022-01-05T07:45:00Z,PT15M,265.9110425
27,619,47.8,2022-01-05T08:00:00Z,PT15M,255.086805
27,591,47.3,2022-01-05T08:15:00Z,PT15M,243.548145
27,559,47.1,2022-01-05T08:30:00Z,PT15M,230.361105
27,523,46.9,2022-01-05T08:45:00Z,PT15M,215.525685
27,483,46.7,2022-01-05T09:00:00Z,PT15M,199.041885
27,440,48.1,2022-01-05T09:15:00Z,PT15M,181.3218
26,394,51.3,2022-01-05T09:30:00Z,PT15M,162.937715
25,347,54.7,2022-01-05T09:45:00Z,PT15M,144.005
25,300,58.3,2022-01-05T10:00:00Z,PT15M,124.5
24,252,59.8,2022-01-05T10:15:00Z,PT15M,104.94603
24,204,59.1,2022-01-05T10:30:00Z,PT15M,84.95631
24,157,58.3,2022-01-05T10:45:00Z,PT15M,65.3830425
24,112,57.6,2022-01-05T11:00:00Z,PT15M,46.64268
24,72,58.1,2022-01-05T11:15:00Z,PT15M,29.98458
24,38,59.7,2022-01-05T11:30:00Z,PT15M,15.825195
24,11,61.4,2022-01-05T11:45:00Z,PT15M,4.5809775
24,0,63.2,2022-01-05T12:00:00Z,PT15M,0
24,0,65.1,2022-01-05T12:15:00Z,PT15M,0
23,0,67.1,2022-01-05T12:30:00Z,PT15M,0
23,0,69.1,2022-01-05T12:45:00Z,PT15M,0
22,0,71.3,2022-01-05T13:00:00Z,PT15M,0
22,0,73.2,2022-01-05T13:15:00Z,PT15M,0
22,0,74.9,2022-01-05T13:30:00Z,PT15M,0
21,0,76.7,2022-01-05T13:45:00Z,PT15M,0
21,0,78.5,2022-01-05T14:00:00Z,PT15M,0
21,0,79.7,2022-01-05T14:15:00Z,PT15M,0
20,0,80.3,2022-01-05T14:30:00Z,PT15M,0
20,0,80.9,2022-01-05T14:45:00Z,PT15M,0
20,0,81.5,2022-01-05T15:00:00Z,PT15M,0
20,0,81.9,2022-01-05T15:15:00Z,PT15M,0
20,0,82.2,2022-01-05T15:30:00Z,PT15M,0
